Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.243781095,2.457002457,3.117505995,0.697674419,-0.099304867,3.578528828,5.014395393,1.759195796,0.36671157,-0.171501007,2.188527039,3.780206125,5.831644743,9.281194223,17.80994803,19.12018401,11.44903049,14.82096448,16.93178246,7.979352618,13.85818146,11.60305344,20.66671467,11.39778274,10.28409821,13.00656642,2.534275989,8.63767319,12.26496305,13.78931728,17.78181443,20.08449558,27.33236445,45.9788813,28.81438943,1.554328161,8.864087416,11.36184505,6.722436508,5.742001095,9.980025154,5.738598143,1.961308217,9.81569063,11.62403554,10.31277836,14.45373421,9.75888023,26.23981664,9.234125924,3.961388891,14.0224913,9.377770035,5.71749357,6.878154993,6.582154293,6.297249538,8.005649677,4.689806468,5.239637958,5.405162079,6.107936037,7.659862683,7.67139634
